RASMC_RNA_0H_1	RASMC_RNA_0H_0	RASMC_RNA_PDGF_2H_2	RASMC_RNA_PDGF_2H_0	RASMC_RNA_PDGF_2H_1	RASMC_RNA_PDGF_JQ1_2H_0	RASMC_RNA_PDGF_JQ1_2H_1	RASMC_RNA_PDGF_JQ1_2H_2	RASMC_RNA_PDGF_24H_1	RASMC_RNA_PDGF_24H_2	RASMC_RNA_PDGF_24H_0	RASMC_RNA_PDGF_JQ1_24H_2	RASMC_RNA_PDGF_JQ1_24H_1	RASMC_RNA_PDGF_JQ1_24H_0
Pdk1	15.442	10.155	11.2263	12.8492	4.0513	12.8972	9.88219	15.2607	13.1059	11.6433	16.8118	5.80439	5.19597	4.67082
Pdk2	10.7376	7.01908	3.56967	4.14816	6.68967	1.82132	4.19696	3.97259	10.9177	9.73214	11.2734	4.04668	2.75709	5.34468
Pdk3	6.91991	9.15083	6.9959	7.61494	7.76083	7.89042	15.9437	7.42832	9.00361	10.9599	10.6665	11.5079	11.2233	11.4314
Pdk4	2.35174	0	0.207526	0.186555	0	0	0.506519	0	1.81081	0.631218	1.39137	0.516725	0.844558	0.19751
Pdlim1	642.689	644.234	555.29	591.862	581.87	456.965	478.983	460.665	222.494	210.366	254.155	202.387	212.457	210.137
Pdlim2	55.018	57.1085	33.5078	35.9057	30.4196	17.9902	14.9264	17.8379	61.2696	50.281	60.5951	10.5215	10.1107	11.762
Pdlim3	1.25706	1.33432	0.434465	0.948508	0	1.0387	0.378722	0.387939	0	0.11327	0.67621	0	0	0
Pdlim4	2.8277	3.82859	2.43242	2.10853	2.86853	0	0.742117	0.325791	4.54814	2.45737	1.16488	0.216306	0.662887	0.165359
Pdlim5	202.277	195.979	287.967	234.783	312.618	273.283	309.071	306.888	100.566	87.0488	81.0128	88.3585	80.0342	94.7532
Pdlim7	259.067	237.714	400.225	377.873	418.254	756.007	767.465	774.985	197.399	197.489	215.21	309.765	325.957	318.146
Pdp1	14.2689	14.5559	33.9873	32.0005	40.9438	45.8167	45.3785	42.3346	8.12263	7.84799	6.87042	10.9321	9.49226	8.94624
Pdp2	9.17423	10.1182	16.8373	12.4345	22.6743	20.6155	27.1814	22.5395	8.02319	7.82307	8.18506	10.4534	7.75593	9.33724
Pdpk1	12.1566	10.9916	20.1474	14.471	16.0081	24.0383	33.5451	29.1092	10.8575	9.74644	9.71523	19.0747	15.6054	17.4406
Pdpn	2.70703	3.47173	13.3805	12.1666	8.65939	9.33022	13.201	9.80525	6.23382	5.23934	7.00325	5.14851	4.26398	4.29369
Pdpr	7.2857	6.08371	2.52609	1.8684	2.31473	6.2208	5.34607	4.63677	5.31922	5.51456	4.31448	6.50209	4.1723	6.17781
Pdrg1	33.1594	32.7901	47.4614	51.1678	32.14	44.2949	56.9848	63.6975	30.9396	29.4681	23.2801	41.7256	44.0181	43.4678
Pds5a	22.6918	18.6416	20.9876	19.6414	19.3034	22.7608	20.7598	21.5965	20.0917	22.4571	22.9215	25.9455	22.859	21.8881
Pds5b	11.6046	9.84677	9.0497	9.04283	8.31885	7.46942	8.77511	8.2191	8.14085	10.201	7.86291	9.38113	6.32295	7.47627
Pdss2	5.94838	3.54556	2.62069	4.83359	0.0573842	4.01715	1.48883	2.25935	5.87583	5.40115	3.33236	5.10026	4.51665	4.98842
Pdx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdxdc1	7.99108	9.01103	6.82529	6.98315	9.11066	6.19565	8.85469	7.0973	8.86152	9.18304	9.37889	6.61748	6.88157	6.18378
Pdxk	2.82416	4.6906	5.62687	5.67765	13.8548	15.0139	29.4295	17.6568	5.9151	5.65839	5.3894	14.0105	13.319	13.9894
Pdxp	2.74062	1.88363	1.13666	0.979225	0.180445	2.08056	4.50824	5.0916	2.1596	2.80906	4.08826	2.90882	4.04758	1.66778
Pdyn	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdzd11	38.3844	41.6877	32.3638	38.8454	47.0723	35.553	35.083	30.6254	43.9704	44.215	31.1387	34.0642	35.0428	35.9642
Pdzd2	0.01	0	0	0	0	0.0655244	0.458707	0	0	0	0	0.0173315	0	0
Pdzd3	0	0	0.0441002	0.118932	0	0	0	0	0	0.040241	0	0.0366022	0.134604	0
Pdzd4	0.427248	0.461756	0.67121	0.844737	2.7278	0.898628	0.589772	0.335625	1.13357	1.00445	1.37255	0.802207	0.901423	0.689921
Pdzd7	0.528343	0.196287	0.114129	0.102596	0	0.167123	0.027856	0.199738	0.0578241	0.208283	0.267816	0.0947245	0.0348349	0.0217242
Pdzd8	9.62934	8.58062	12.6583	10.3991	16.9683	14.3043	16.6157	15.309	7.44649	7.58247	8.58838	8.65622	8.16165	9.13065
Pdzd9	0.333614	1.4873	0	0	0	0	0.984998	0.576555	0	0.210427	0	0.0956996	0	0
Pdzk1	3.47561	3.32397	2.90202	2.1811	3.56473	2.33873	1.91592	2.91409	2.6514	2.21395	1.59482	1.97427	1.74249	1.63001
Pdzk1ip1	0	0	0.447128	0.133982	0	0	0	0	0.251711	0	0	0	0	0
Pdzrn3	24.5625	26.8528	23.8783	22.9625	24.6394	10.8589	13.6728	11.0314	7.99961	7.44051	7.61315	2.5132	1.86496	3.17009
Pdzrn4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pea15	125.124	128.772	123.616	129.013	130.496	152.002	148.552	150.861	133.68	132.9	138.031	154.515	159.542	156.79
Peak1	36.526	33.8947	15.4371	10.74	16.6557	21.7971	26.796	24.1569	21.4986	23.8321	21.5866	16.8736	10.3864	16.4532
Pear1	16.2281	13.4213	21.2261	15.5714	14.6742	10.0954	14.1491	9.58801	19.4133	22.4249	23.5028	4.73739	4.56716	4.67789
Pebp1	199.541	196.415	251.742	243.158	260.636	330.092	330.719	347.636	278.302	264.113	293.45	306.092	339.181	324.183
Pecam1	0	0	0	0	0	0	0	0	0	0.0407942	0	0	0.0341137	0
Pecr	15.2853	14.5226	9.43998	10.1988	9.34907	12.229	12.8943	12.9916	15.2845	14.3828	7.04041	6.90052	11.1684	8.07771
Pef1	30.1717	39.2234	31.4634	29.1056	26.9431	9.42215	8.20521	14.117	30.6475	29.9013	30.8546	13.057	14.1461	9.07046
Peg12	3.66765	4.92043	5.73948	6.20407	0.804938	2.79905	1.71885	3.47735	3.53829	4.49822	2.83294	2.19186	0.913528	2.88205
Peg3	2.33672	2.65796	1.16656	1.21002	0.671124	6.62229	7.04521	5.58389	2.00383	1.9197	1.54588	4.9735	4.13884	4.88705
Peli1	6.81649	3.58499	5.62319	4.46232	0.738773	14.2375	20.9185	17.4523	5.79628	3.64485	1.49505	8.20769	10.0317	7.04962
Peli2	0	0	0.025855	0	0	0	0	0	0	0	0	0	0	0
Peli3	1.08549	0.21508	1.1005	0.944324	1.33411	3.71481	4.09011	4.56484	2.02754	1.78016	3.8988	2.74016	2.44289	3.23738
Pelo	41.0195	44.6497	85.3282	86.413	79.7609	51.6232	51.6619	50.766	52.8651	49.2072	55.3545	60.5382	70.115	61.412
Pelp1	24.6279	23.7638	31.18	28.498	27.58	17.3971	17.9757	17.8592	18.338	19.6496	20.7126	23.1956	22.9368	24.688
Pemt	0.89115	1.98645	3.81921	4.65153	9.54434	3.22154	3.90911	1.38609	2.1847	5.3961	7.3308	2.96534	3.1023	2.8141
Penk	5.73699	7.50533	27.1155	33.0288	14.4635	28.1489	30.1129	25.6766	14.8831	11.5672	10.2262	2.58811	5.89687	3.742
Peo1	7.16297	8.02354	3.06038	3.08663	5.18226	2.81065	2.82388	3.63909	8.90835	7.94633	7.86128	9.95367	9.43594	10.1115
Pepd	16.0578	13.8539	20.8845	19.0105	13.7628	24.1001	18.6818	23.6083	24.6096	24.2891	28.8332	27.1138	25.9313	29.4393
Per1	6.42474	5.88644	9.30507	9.64552	10.6018	7.17143	10.4863	9.01622	5.71449	7.08919	5.46629	11.3628	8.25539	8.28395
Per2	6.82339	4.92277	10.3766	9.84775	9.52623	5.37895	5.75604	5.80103	3.62309	5.2757	4.19514	1.49011	1.72987	1.63631
Per3	7.83659	6.88274	4.27724	2.62475	1.82155	3.88443	2.06293	2.30524	5.68806	5.86609	9.95971	2.48713	1.5244	2.41324
Perm1	0.167183	0.124222	0.0462257	0.145441	0	0.0241749	0	0.144464	0.273239	0.379624	0.658588	0.0767324	0.194001	0.0879894
Perp	0	0	0	0	0	0	0	0	0	0	0	0	0.154694	0
Pes1	57.087	65.993	71.7758	70.7043	66.4972	62.5695	62.1435	65.1729	50.8935	51.4688	46.9324	73.6353	87.8295	81.187
Pet100	21.1128	21.1281	24.0423	23.4328	20.3558	21.8824	18.4279	16.1346	30.7021	31.3294	39.9448	29.8968	36.6269	29.8669
Pex1	9.23225	8.65221	6.05234	6.51409	13.935	9.19425	11.7575	9.16141	7.80519	8.77245	7.8845	11.6527	12.2369	11.5597
Pex10	4.16919	4.00894	0.565082	1.32075	2.00944	3.19166	2.62052	2.75494	4.58082	3.97036	3.2677	7.87928	6.72658	6.83019
Pex11a	2.08201	1.72379	2.75499	3.8073	1.87998	2.27946	5.01808	3.80376	1.70138	2.17621	2.68795	2.25245	1.75708	2.19154
Pex11b	13.4976	7.84226	4.41951	4.22517	10.1565	7.11734	11.4718	5.61242	9.12254	11.9062	11.9935	11.8776	13.5429	14.3546
Pex11g	2.64148	1.53186	0.356274	0.720613	0	0	0.543485	0.44537	3.00847	2.11313	2.91119	2.51344	2.03894	1.01724
Pex12	4.39244	5.29822	3.27283	2.58764	3.30518	2.6396	2.98353	2.80968	3.52949	3.74203	4.85786	3.20729	4.09207	4.20321
Pex13	19.329	18.4356	26.39	28.1994	27.9647	39.3498	49.1526	37.8308	21.7238	21.3545	23.3686	19.2858	21.4458	20.5354
Pex14	13.6687	13.3635	10.3932	13.1875	3.09461	3.95303	5.70461	5.78128	11.9677	15.1558	15.7119	8.5436	8.61368	7.43057
Pex16	12.1796	7.78282	7.24041	10.4443	4.91844	14.0015	15.3089	13.8923	15.5693	13.6745	18.204	24.8061	24.7976	25.6408
Pex19	11.4501	7.45798	13.8542	11.6249	7.63577	5.87768	10.2456	6.97266	11.084	11.2448	12.7873	8.72781	5.54843	6.14228
Pex2	13.3921	13.6942	7.56055	8.9372	12.2481	2.73977	3.99582	4.01865	15.3827	15.4275	12.5728	12.4513	12.1288	13.1448
Pex26	2.82364	2.71051	4.29157	5.0131	4.03385	2.76428	1.9529	2.546	5.46657	5.04435	5.60833	4.50772	4.16278	4.10753
Pex3	6.71587	8.56192	8.79593	7.64352	8.68845	5.82675	5.54607	6.23083	8.08772	7.17898	6.06111	3.73132	3.6915	4.1392
Pex5	0.494344	0	0.0569519	0.0255984	0	0	1.52906	0.0355971	0.264504	0.51968	0.214784	0.0236344	0	0.135508
Pex5l	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pex6	4.68039	6.18931	3.64861	3.22866	4.09073	6.35051	4.6266	4.98863	5.46391	5.25407	7.42949	11.1904	12.659	13.3475
Pex7	7.36992	10.0457	4.91873	5.11653	0.17848	4.18931	4.97366	4.21631	5.16221	7.18126	12.9557	12.1307	10.0802	13.509
Pf4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pfas	11.7603	16.9886	10.9508	9.57812	4.38525	6.54218	8.57225	7.25162	6.86451	6.44558	8.74759	11.6927	8.89809	9.25797
Pfdn1	201.481	219.291	206.27	237.776	220.198	216.044	200.323	217.331	177.123	173.946	184.32	131.391	152.578	159.276
Pfdn2	53.3182	66.6655	71.551	76.8879	70.2104	63.1412	71.8095	60.0531	67.0731	72.7114	48.9944	72.4653	80.6843	80.3143
Pfdn5	203.264	218.84	166.885	185.593	142.51	179.953	147.439	194.042	193.546	183.33	239.832	162.945	178.689	176.843
Pfdn6	92.4161	123.505	103.54	127.089	64.9352	96.4746	101.826	67.3996	141.293	128.066	107.878	136.308	147.076	119.471
Pfkfb1	1.15369	1.9123	0.429415	0.93749	0	0	0.449182	1.19448	0.310807	0.503792	0.668355	0.764357	1.73199	0.818345
Pfkfb2	2.93793	1.96744	0.551925	1.32982	1.30555	0.996551	1.43812	0.689948	2.11224	2.02474	2.11336	3.89176	1.76166	3.3754
Pfkfb3	7.92291	4.39184	12.0834	10.3153	19.9277	15.5028	16.762	16.7352	8.8455	7.41675	8.41469	6.38533	6.03634	5.62601
Pfkfb4	1.11468	0	0.220148	0.0989508	1.11835	0.633226	0	0.412802	0.650644	0.652868	0	0.639511	0.58795	0.73333
Pfkl	45.7566	51.5257	44.97	48.3012	41.4168	56.9664	62.5228	61.6292	74.8505	77.6922	79.1729	45.1206	46.2868	47.0162
Pfkm	31.3804	30.1617	21.1608	20.2151	17.4809	17.3457	19.4288	15.2994	49.573	45.7605	43.5017	16.1315	17.0074	17.9614
Pfkp	23.1764	26.8775	55.9864	50.1447	35.9636	39.9446	46.0221	50.1312	44.4784	46.5674	42.8556	77.2567	83.3567	84.6894
Pfn1	1508.06	1576.96	2250.05	2237.62	2087.25	2020.57	1941.28	2077.17	1598.88	1638.1	1878.22	1511.19	1550.93	1493.68
Pfn2	1.25866	0	0	0	0	0	0	0	0	0	0	0	0	0
Pfn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pfn4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pga5	0	0	0	0.0672466	0	0	0	0.0935129	0	0	0	0	0	0
Pgam1	251.865	267.591	337.323	339.332	312.947	301.92	338.66	310.165	395.377	419.778	430.704	378.901	398.566	409.446
Pgam2	3.02511	4.34046	3.3169	3.241	3.29671	3.92183	2.11192	6.12942	2.19198	1.8423	0	4.06957	2.09081	2.74506
Pgam5	21.6025	27.8865	50.6101	53.5246	51.432	49.9207	49.8835	42.1185	20.1911	21.9479	22.5738	34.4748	36.9237	34.0906
Pgap1	5.00775	3.54229	3.87695	2.96241	2.25086	4.25787	6.31971	4.77725	5.70576	5.76136	6.15021	7.4009	5.76877	7.03706
Pgap2	7.96408	7.64667	4.46843	6.23422	5.94732	4.37465	6.41292	5.09432	10.0821	7.33932	6.68085	4.98449	4.52805	5.13736
Pgap3	2.7914	3.93435	1.31288	1.75244	0.90947	1.6645	1.16524	0.944933	2.72118	2.46858	4.46784	3.10388	3.52149	2.12039
Pgbd5	0	0	0	0.1686	0	0.441385	1.0872	0.234455	0.079187	0.0427849	0	0.19458	0.0715568	0
Pgc	0	0	0	0	0	0	0	0	0	0	0.485228	0	0	0
Pgd	136.7	137.16	168.729	173.404	182.478	193.993	186.93	185.382	230.972	231.025	257.663	176.182	184.877	179.028
Pgf	0.764335	1.60354	4.8483	3.46435	1.10517	0.845182	0.455134	1.01012	5.09129	6.5226	5.73019	1.23815	1.66005	1.47895
Pggt1b	20.1716	15.8934	12.1655	14.918	13.4694	8.87453	16.826	11.9322	11.6952	13.8334	9.3067	13.1003	13.377	13.7159
Pgk1	239.005	260.873	265.161	281.583	256.899	282.569	252.599	280.521	524.987	429.61	533.591	440.348	482.065	474.447
Pgk2	0	0	0	0	0	0	0	0	0.0523336	0	0	0	0	0
Pgls	25.4964	27.8522	27.7008	29.6231	27.5215	23.1952	27.3956	30.7859	42.9058	35.5009	35.9315	41.9779	51.8636	43.2856
Pglyrp1	2.43319	2.55236	0	1.42302	0	0.206966	1.44888	0.247357	3.0076	1.62501	0	2.13499	0.905934	0.376647
Pglyrp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pglyrp4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgm1	21.5812	24.7203	19.2528	17.1609	15.9216	18.0088	13.6106	20.6583	29.9716	29.4532	35.2723	16.7226	20.0021	16.4254
Pgm2	17.3973	16.1391	13.3885	18.2253	19.9791	29.3579	23.4582	24.9855	21.9652	24.2592	20.2371	24.2086	26.5987	24.5746
Pgm2l1	5.10024	6.16103	2.89827	2.81927	2.25244	5.2711	4.30244	4.75864	3.598	3.03936	3.00901	5.0264	5.09976	4.19934
Pgm3	18.8982	15.5644	17.9872	18.5142	20.331	25.5397	24.3109	25.1836	23.8085	28.9692	28.6417	21.0872	20.485	19.8582
Pgm5	28.319	28.2694	62.3589	51.7191	39.598	17.1852	26.1391	18.3021	19.5519	19.4456	20.9954	3.28541	2.35849	3.76739
Pgp	12.3774	12.5481	19.613	19.5539	20.1203	20.5522	13.8479	20.8016	15.7045	17.1689	17.4398	17.0005	20.4432	19.1495
Pgpep1	20.2555	16.848	11.0831	8.84305	7.74575	11.7982	14.0058	10.2476	26.6368	29.4421	34.4607	66.5139	69.5582	80.2664
Pgr	0.258034	0.0319544	0.148637	0.0267234	1.01935	0	0.25395	0	0.10041	0.108504	0.174396	0	0.0226837	0
Pgr15l	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgrmc1	72.2196	129.943	128.694	118.664	62.842	202.317	197.628	166.5	93.2163	65.0145	58.4123	68.362	69.5574	55.1148
Pgrmc2	64.231	71.8812	63.8579	70.1565	71.8614	68.4771	59.732	68.2656	58.1791	55.5197	62.1831	58.3912	60.3045	53.9517
Phactr1	0	0	0	0	0	0	0	0	0.0399703	0	0	0	0	0
Phactr2	3.49865	4.7948	1.50479	2.31897	0.136507	1.40531	0.0655861	0.87337	7.62411	7.35593	6.35067	3.30078	1.64035	4.34766
Phactr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phax	21.9222	20.1927	33.6885	33.6054	33.7186	32.8132	41.3418	30.6847	27.1784	26.7407	24.2975	33.5216	39.3717	28.7848
Phb	50.8376	52.0017	64.4482	64.0212	46.2719	65.395	69.1135	70.3139	60.1845	61.5202	60.4237	73.9549	89.3264	84.752
Phb2	90.9692	93.5592	127.681	125.123	127.495	86.8722	72.8236	74.4116	92.2458	87.4314	97.0536	109.156	109.755	111.27
Phc1	11.3617	11.0603	10.2212	8.94277	7.71919	6.52406	4.50053	5.86218	8.74637	8.32967	7.63127	2.87187	3.16144	3.22819
Phc2	26.8091	30.4207	61.8824	55.7569	59.492	107.555	97.9473	115.785	37.3364	44.3006	40.5488	86.9185	86.109	85.8306
Phc3	6.64479	7.49784	9.50218	7.05127	7.92263	8.34201	7.87001	7.50218	5.24553	6.43693	7.87528	7.31858	5.84477	7.18978
Phex	0.243529	0.361896	0.231464	0.0756633	1.04222	0.0220091	0.462228	0.604999	0.266528	0.480018	0.352697	0.0873225	0.192677	0
Phf1	14.6337	18.5817	19.4318	17.1279	19.2833	12.318	13.0376	12.9868	17.5807	17.9615	23.3351	11.1359	11.907	14.1707
Phf10	52.3637	39.4121	69.4588	66.5006	50.5138	66.6373	61.7129	54.6346	47.5563	48.2847	52.2625	44.0159	40.5566	43.4941
Phf11	0.735982	0	0.78268	4.08082	2.08741	0	0.382065	0.880567	3.50285	4.28512	3.54209	0.0649606	0.0597231	0
Phf11b	0	0	0	0.226599	0	0	0.512701	0.01	0.0709515	0.306682	0	0	0	0
Phf12	12.2572	10.6894	11.4361	10.9957	8.48702	12.3985	11.9175	11.586	11.3028	10.5805	10.7678	11.7367	10.1682	11.0546
Phf13	9.44946	11.2339	19.6808	20.9598	14.6433	11.4065	11.0905	11.0054	9.3047	8.44802	8.80628	6.43484	7.1079	5.62199
Phf14	14.0502	15.0935	10.9567	10.7866	6.07938	3.91649	6.59476	5.50527	11.5696	12.4828	13.5687	11.1598	11.0717	9.37498
Phf19	4.89449	3.47201	2.8528	2.39497	4.4914	0.221942	0.89195	0.41262	0.856082	1.20476	1.20531	0.136978	0.125934	0.067317
Phf2	16.2335	13.1287	17.7931	13.2462	14.921	5.72349	6.72158	7.24284	10.9629	11.6181	10.6856	8.45996	7.77787	8.69693
Phf20	13.5201	14.0142	11.9587	9.44623	13.1091	14.084	12.8238	12.7406	12.5325	13.5088	12.7967	17.3194	16.959	16.4617
Phf20l1	9.73327	11.3039	3.87691	6.15709	10.3397	12.6721	13.4644	9.65247	8.03435	8.23975	7.02624	12.4688	11.2662	9.68573
Phf21b	0	0	0	0	0	0	0	0	0.0392885	0.127366	0	0.0772325	0.106508	0.132844
Phf23	34.7178	43.1981	61.5067	66.7186	54.9475	51.693	55.235	43.1115	41.1555	41.1959	37.9318	70.7307	76.0327	70.7993
Phf3	12.3594	11.7581	12.6274	10.6171	13.3173	13.2654	12.0425	11.7009	10.2341	10.6662	11.2487	14.7679	12.2549	15.4322
Phf5a	63.3044	72.17	101.363	79.9653	81.2868	68.5859	77.3133	81.3176	56.3639	56.3778	65.3544	68.3008	55.8168	71.9806
Phf7	8.33817	7.58354	3.52751	3.45418	2.95997	11.2006	5.76547	8.2681	3.72339	4.02352	5.33191	11.8678	11.5358	17.206
Phf8	7.45387	7.03686	3.00366	3.26786	5.12533	3.23835	4.90625	4.58278	6.36042	6.00166	5.98984	6.44336	5.23039	5.93729
Phgdh	75.4807	77.2399	135.26	140.923	142.054	62.3929	43.8461	60.7649	69.9578	67.256	68.4573	52.7985	55.9195	52.5991
Phgr1	3.20196	0	1.70256	0	0	0	0	1.277	0	0	0	0	0	0
Phka1	3.94367	4.61405	2.8074	2.41399	5.73566	3.19175	3.69918	3.50947	5.13639	5.5504	3.20527	3.79904	3.58588	3.42702
Phka2	1.7473	1.59394	0.55009	0.322502	0.0303746	0.325208	0.87563	1.04643	0.424118	0.567423	0.721589	0.794021	0.383251	0.159339
Phkb	5.43043	3.34019	3.33113	2.68166	3.37813	2.02812	3.70118	3.10759	4.63917	4.17381	2.87507	1.98073	1.28989	2.27131
Phkg1	0.363338	1.77409	0.0717585	0.451551	3.37194	0.675504	0.875722	0.448518	1.21189	0.785746	0	1.25071	1.53317	1.09272
Phkg2	25.1636	23.4272	19.8273	22.2448	17.2912	12.7788	10.4242	13.2664	18.9284	18.659	22.5171	15.7687	16.354	14.3868
Phlda1	23.2731	32.2681	601.751	551.908	571.066	487.642	521.932	468.191	37.069	42.3596	35.2921	170.436	156.053	167.52
Phlda2	4.5118	6.9646	6.15897	5.92368	4.88869	0	0.469745	6.73678	8.39014	7.90312	10.162	2.07666	2.64355	1.6486
Phlda3	113.326	127.404	283.782	266.93	223.769	233.895	270.618	288.369	219.756	230.899	286.104	141.009	156.635	144.169
Phldb1	19.4596	20.066	76.5904	68.4705	74.9058	20.6318	22.3642	20.813	28.4894	29.9541	27.3885	17.1415	16.2314	17.2709
Phldb3	8.23721	10.8511	6.41497	8.89597	10.0417	3.69297	4.12674	4.72449	7.85249	9.3476	11.3359	7.26413	7.74093	6.29469
Phlpp1	3.55496	2.67214	6.77196	4.73912	5.67918	9.62352	10.9494	10.8765	4.75328	4.9539	4.16674	4.43479	4.17535	4.77266
Phlpp2	4.23209	4.74563	7.54389	5.20177	7.9749	6.50074	10.5402	9.29647	3.11273	3.46141	1.63446	3.41523	2.63291	3.12077
Phospho1	0.068096	0.0505971	0.235354	0.338514	0	1.37855	0.57444	1.05916	1.98739	1.2456	0.394488	2.73474	4.05871	3.13594
Phospho2	8.26275	12.3267	5.4671	5.07447	8.91895	6.64814	5.80402	7.83443	8.93285	10.6263	12.2555	12.2846	13.1257	15.652
Phox2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phpt1	85.1747	111.355	117.989	101.399	76.7212	102.431	105.401	121.831	120.356	86.3461	133.294	121.431	117.222	112.968
Phrf1	14.5763	15.0324	18.1633	16.6763	20.5211	21.6062	29.6918	24.0325	12.99	14.0985	12.4545	18.9488	17.6653	20.2534
Phtf1	20.4712	21.604	11.6342	12.1331	8.46681	12.0321	14.4373	17.2807	37.3098	35.4564	30.1546	32.5486	33.0913	34.6799
Phtf2	7.07145	6.01908	9.88706	9.58571	13.5423	24.6454	22.7786	21.4387	6.19533	7.0657	6.36556	12.4854	11.3096	12.7165
Phyh	24.6282	23.5798	19.3109	20.4812	13.9835	8.41594	16.7446	8.04668	37.6196	34.4691	21.3656	13.286	10.7284	11.9302
Phyhd1	25.9236	21.5356	27.0588	37.1684	30.0059	24.2949	24.1576	22.3508	38.0145	45.5944	41.7422	7.35357	6.39524	6.07739
Phyhip	0	0	0	0	0	0	0.200495	0.08215	0	0	0	0	0	0
Phyhipl	0.232142	0	0.38512	0.0577006	0	0	0	0.0802382	0	0.0585696	0	0.106547	0.195913	0.244356
Phykpl	0.0441176	0	0	0	0	0	0	0	0	0.166963	0	0.0506219	0	0
Pi15	2.53886	4.5589	1.02373	0.854549	1.02154	1.37671	0	0.274231	1.04971	0.533797	1.47079	0.121382	0	0
Pi16	2.22295	1.40802	0.957226	0.905787	0	1.68625	0	1.1966	2.38237	2.85023	2.32223	1.21262	1.49928	1.48641
Pi4k2a	15.1224	14.135	18.422	13.7822	14.6225	32.1353	30.1728	32.0434	13.8161	17.3075	18.8416	22.2306	19.051	18.8017
Pi4k2b	15.5747	14.7785	32.0419	29.3148	25.8302	27.5127	25.9994	24.6437	15.8312	20.8398	20.7591	20.4171	17.9473	24.656
Pi4ka	8.92045	7.5404	7.33313	6.54443	6.98904	13.5926	13.1244	14.4052	8.83491	10.5635	10.2132	21.4617	20.4194	23.5754
Pi4kb	25.24	26.2162	18.4467	17.1903	8.72716	22.1812	16.5317	20.9122	19.1679	20.8414	18.1504	21.6449	18.8467	27.3398
Pianp	0.21938	0.366762	0	0	0	0	0	0.0947839	0	0.0691872	0	0.0314654	0	0
Pias1	12.0398	11.1824	9.04428	9.04644	9.65278	18.8754	14.8202	19.1619	12.9797	11.0425	8.25589	14.273	16.0059	18.5492
Pias2	25.5195	29.378	29.0972	29.66	20.2584	27.9343	20.2911	32.4765	30.0987	31.4817	29.4804	35.6212	35.5246	34.7645
Pias3	22.454	17.1722	6.01426	6.1668	7.0414	7.99434	12.1945	11.9039	21.6633	22.552	23.8631	12.7652	11.4492	12.4914
Pias4	11.8198	7.17437	12.8117	10.3102	11.2045	12.7184	13.1541	13.2345	13.8633	13.5106	13.0839	18.4652	17.9131	19.3123
Pibf1	8.28652	6.77626	4.736	5.23548	5.93345	5.5561	4.02235	6.00036	8.86308	9.31468	6.8923	7.86153	8.54625	9.92853
Picalm	164.139	164.123	184.192	197.979	214.557	193.901	209.526	181.364	97.4132	105.808	84.8976	104.983	94.4217	82.944
Pick1	12.6211	11.7436	11.0312	10.6316	14.8853	2.60717	2.07111	2.91709	11.4647	9.58193	12.8007	4.66586	6.59638	3.78564
Pid1	10.0818	5.83513	6.16204	5.0118	6.89416	7.36594	0.179047	1.46724	11.0262	14.057	22.0095	5.84497	11.4191	8.5177
Pidd1	0	0	0	0	0	0	0	0	0	0	0	0	0.0206906	0.0516133
Piezo1	20.1085	16.9912	53.3593	39.5991	45.5713	73.4609	84.2412	79.4362	26.6689	28.9728	32.0382	44.5413	37.3058	44.2475
Pif1	1.35729	1.22082	0.0987599	0.17756	0	0.361544	1.14498	0.432101	0.458674	0.225293	0.496608	0.122953	0.0753596	0
Piga	7.69577	5.39141	2.58383	3.9623	20.4609	5.40512	9.4597	5.69996	3.08025	3.7446	7.13319	2.77525	3.71127	1.30189
Pigb	3.20228	0.869389	1.23448	0.688801	1.08124	0.356195	0.935087	0.691777	2.55215	2.5248	2.8897	0.353307	0.61716	0.810277
Pigbos1	5.27596	7.84036	1.864	2.84131	5.24921	10.7655	3.65943	6.17995	6.70666	5.0287	6.38452	11.8385	10.884	10.0272
Pigc	20.8273	26.4416	15.9252	13.613	13.363	8.99777	10.4115	6.57666	19.7512	21.4082	22.9393	10.4442	10.0904	10.0142
Pigh	7.39355	10.3162	4.29146	5.78671	4.9547	5.26398	6.90357	6.09619	6.48992	5.30428	6.80076	6.96172	6.66835	6.12652
Pigk	79.6283	80.2088	81.3561	80.3913	78.7027	89.8812	73.6104	81.1226	120.384	111.529	121.876	66.4686	71.4399	69.5052
Pigl	3.09593	3.29718	4.06608	5.64311	6.16048	8.13278	5.91974	5.61795	5.36107	3.97062	4.60334	16.7553	16.983	18.1271
